header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Palestrinastraat 15 -BV,1071 LD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42684328-palestrinastraat-15-bv/?navigateSource=resultlist,20220131_001118,"€ 1,595,000 kosten koper","€ 9,667    The asking price per m² (€ 1,595,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1906,Living area165 m²Other space inside the building2 m²Exterior space attached to the building58 m²,165 m²,2 m²,58 m²,590 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,Skylight and mechanical ventilation,D        What does this mean?,Energy efficient window,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,"Roof terrace present, balcony present and french balcony present",Paid parking and resident's parking permits,Yes,No,No,No,No,Yes,no
