header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Type of garage,Capacity,error
Zuid 15,8424 PS Elsloo (FR)        ,https://www.funda.nl/en/koop/elsloo-fr/huis-88897755-zuid-15/?navigateSource=resultlist,20220130_154632,"€ 550,000 kosten koper","€ 2,434    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (226 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Sold under reservation,Available in consultation,"Converted farmhouse, detached residential property",Resale property,1928,Living area226 m²External storage space312 m²,226 m²,312 m²,"3,200 m²","1,048 m³",10 rooms (6 bedrooms),2 stories,G        What does this mean?,3.200 m² (part of parcel),Full ownership,Surrounded by garden,Detached brick garage,2 cars,no
