header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Kennedylaan 37,3844 BB Harderwijk        ,https://www.funda.nl/en/koop/harderwijk/huis-42682440-kennedylaan-37/?navigateSource=resultlist,20220130_113918,"€ 359,000 kosten koper","€ 2,849    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1966,Living area126 m²Other space inside the building20 m²Exterior space attached to the building1 m²,126 m²,20 m²,1 m²,247 m²,502 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Combination boiler, in ownership",247 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden and front garden,90 m² (10 meter deep and 9 meter broad),Located at the east,Attached brick garage,1 car,no
