header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of garage,Insulation.2,Type of parking facilities,error
Kerkstraat 21 23A1,9751 BB Haren (GR)        ,https://www.funda.nl/en/koop/haren-gr/appartement-41277923-kerkstraat-21-23a1/?navigateSource=resultlist,20220129_003652,"€ 565,000 vrij op naam","€ 4,829    The asking price per m² (€ 565,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 525,000 vrij op naam",6+ months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof covered with asphalt roofing,Living area117 m²Exterior space attached to the building9 m²External storage space8 m²,117 m²,9 m²,8 m²,392 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,4 stories,1st floor,Mechanical ventilation,Not available,Completely insulated,Heat pump,Central facility,In center,Back garden,"14 m² (4,6 meter deep and 3,3 meter broad)",Located at the south,Detached brick storage,Electricity,No insulation,Underground parking,Completely insulated,Parking garage,no
