header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Gebed Zonder End 1 A,1012 HS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42682603-gebed-zonder-end-1-a/?navigateSource=resultlist,20220130_214606,"€ 915,000 kosten koper","€ 6,141    The asking price per m² (€ 915,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Property alongside canal, row house",Resale property,1736,Gable roof,Living area149 m²Exterior space attached to the building7 m²,149 m²,7 m²,45 m²,503 m³,5 rooms (4 bedrooms),3 bathrooms,3 showers and 3 toilets,5 stories,F        What does this mean?,CH boiler,CH boiler,45 m²,Full ownership,In center,Roof terrace present,Paid parking and resident's parking permits,no
