header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Front garden,Shed / storage,Type of parking facilities,error
Händelstraat 35,3533 GG Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88031540-handelstraat-35/?navigateSource=resultlist,20220131_152350,"€ 635,000 kosten koper","€ 4,291    The asking price per m² (€ 635,000) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1930,Gable roof covered with roof tiles,Living area148 m²Other space inside the building9 m²Exterior space attached to the building6 m²,148 m²,9 m²,6 m²,130 m²,544 m³,6 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,3 stories,Not available,Roof insulation and double glazing,CH boiler,CH boiler,"Bosch (gas-fired combination boiler from 2006, in ownership)",130 m²,Full ownership,In residential district,"Patio/atrium, front garden and side garden","45 m² (3,8 meter deep and 11,9 meter broad)",Detached wooden storage,Public parking,no
