header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Windestraat 100,1171 KB Badhoevedorp        ,https://www.funda.nl/en/koop/badhoevedorp/appartement-88025877-windestraat-100/?navigateSource=resultlist,20220129_192835,"€ 349,000 kosten koper","€ 5,369    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,€ 105.49 per month,Ground-floor apartment (service apartment),Resale property,2011,Flat roof covered with asphalt roofing,Living area65 m²Exterior space attached to the building6 m²,65 m²,6 m²,135 m³,3 rooms (2 bedrooms),1 story,Ground floor,A        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2011, in ownership)",Full ownership,In residential district and unobstructed surrounding view,Back garden and front garden,"13 m² (2,5 meter deep and 5 meter broad)",Public parking,Yes,No,No,No,No,No,no
