header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ternatestraat 47 1,1095 VJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88010515-ternatestraat-47-1/?navigateSource=resultlist,20220130_203051,"€ 350,000 kosten koper","€ 7,447    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (47 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 131.50 per month,Mezzanine (apartment),Resale property,1926,Living area47 m²Exterior space attached to the building5 m²External storage space8 m²,47 m²,5 m²,8 m²,154 m³,2 rooms (1 bedroom),1 story,1st floor,D        What does this mean?,CH boiler,CH boiler,In ownership,"On the edge of a forest, alongside busy road, alongside park, alongside a quiet road, on navigable waterway, alongside water, business park, sheltered location, outside the built-up area, In wooded surroundings, in center, in residential district, rural, freestanding location, unobstructed surrounding view and seaview",Yes,Yes,Yes (€ 131.50 per month),Yes,Yes,Yes,no
