header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hendrik Zwaardecroonstraat 96,2593 XT Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42686732-hendrik-zwaardecroonstraat-96/?navigateSource=resultlist,20220129_050946,"€ 325,000 kosten koper","€ 4,276    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 75.00 per month,Ground-floor apartment (apartment),Resale property,1906-1930,Flat roof covered with asphalt roofing,Living area76 m²External storage space11 m²,76 m²,11 m²,230 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,Ground floor,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Atag (gas-fired combination boiler from 2020, in ownership)",Full ownership,Alongside a quiet road and in residential district,Detached brick storage,Yes,No,Yes (€ 75.00 per month),Yes,No,Yes,no
