header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Jacobastraat 24,2512 JA Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42650045-jacobastraat-24/?navigateSource=resultlist,20220131_212819,"€ 285,000 kosten koper","€ 3,904    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1882,Gable roof,Living area73 m²,73 m²,51 m²,287 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,E        What does this mean?,CH boiler,CH boiler,"Nefit (2021, in ownership)",51 m²,Full ownership,Location,"Paid parking, public parking and resident's parking permits",no
