header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Herman Gorterlaan 313,5644 SN Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42660155-herman-gorterlaan-313/?navigateSource=resultlist,20220201_002228,"€ 200,000 kosten koper","€ 2,899    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,€ 329.00 per month,Apartment with shared street entrance (service apartment),Resale property,1975,Living area69 m²Exterior space attached to the building9 m²,69 m²,9 m²,221 m³,2 rooms (1 bedroom),13 stories,9th floor,F        What does this mean?,Full ownership,Yes,Yes,Yes (€ 329.00 per month),Yes,Yes,Yes,no
