header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Keizerstraat 20,2584 BJ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42569544-keizerstraat-20/?navigateSource=resultlist,20220131_221351,"€ 595,000 kosten koper","€ 4,508    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1906-1930,Gable roof covered with roof tiles,Living area132 m²Exterior space attached to the building10 m²,132 m²,10 m²,415 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,2 showers and 2 toilets,2 stories,1st floor,TV via cable,G        What does this mean?,Full ownership,Alongside busy road and in residential district,Roof terrace present,No,No,No,No,No,No,no
