header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwstraat 5 A,7311 HX Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-88016357-nieuwstraat-5-a/?navigateSource=resultlist,20220129_170021,"€ 269,500 kosten koper","€ 4,900    The asking price per m² (€ 269,500) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 274,500 kosten koper",5 weeks,Available,Available in consultation,€ 92.16 per month,Ground-floor apartment (apartment),Resale property,1978,Living area55 m²,55 m²,140 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,Not available,Balcony present,"Paid parking, parking on gated property, parking on private property, public parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 92.16 per month),No,Yes,Yes,no
