header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Dimensions,error
Duurzaamheidstraat,8094 Hattemerbroek        ,https://www.funda.nl/en/koop/hattemerbroek/parkeergelegenheid-42653427-duurzaamheidstraat/?navigateSource=resultlist,20220128_080028,"€ 29,040 vrij op naam",5 weeks,Available,Available in consultation,Garage,New property,Electrical door and electricity,1,"16 m² (4,9 meter deep and 3,4 meter broad)",no
