header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Bruntingerbrink 148,7812 VD Emmen        ,https://www.funda.nl/en/koop/emmen/huis-42510143-bruntingerbrink-148/?navigateSource=resultlist,20220130_120317,"€ 184,500 kosten koper","€ 1,577    The asking price per m² (€ 184,500) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1982,Gable roof covered with roof tiles,Living area117 m²Other space inside the building6 m²Exterior space attached to the building6 m²,117 m²,6 m²,6 m²,152 m²,411 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,C        What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2012, in ownership)",152 m²,Full ownership,In residential district,Back garden,40 m² (8 meter deep and 5 meter broad),Located at the east,Attached brick storage,Electricity and running water,Public parking,no
