header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Kruiszwin 4313,1788 RB Julianadorp        ,https://www.funda.nl/en/koop/julianadorp/huis-88973690-kruiszwin-4313/?navigateSource=resultlist,20220129_043537,"€ 199,000 kosten koper","€ 2,211    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1988,Gable roof covered with roof tiles,Living area90 m²External storage space5 m²,90 m²,5 m²,119 m²,320 m³,4 rooms (3 bedrooms),2 stories and a attic,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Reme Quinta HR Cv ketel (gas-fired combination boiler, in ownership)",119 m²,Full ownership,Back garden,"66 m² (12 meter deep and 5,5 meter broad)",Located at the north accessible via the rear,Attached brick storage,Electricity,Public parking,no
