header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eksterhof 39,2496 HT Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42687421-eksterhof-39/?navigateSource=resultlist,20220131_200359,"€ 309,000 kosten koper","€ 3,723    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 95.00 per month,Maisonnette (apartment),Resale property,2000,Flat roof,Living area83 m²Exterior space attached to the building15 m²External storage space6 m²,83 m²,15 m²,6 m²,268 m³,3 rooms (2 bedrooms),2 stories,Outdoor awning and passive ventilation system,A        What does this mean?,District heating,District heating,Full ownership,In residential district,Sun terrace,Detached wooden storage,Parking on private property and public parking,Yes,No,Yes (€ 95.00 per month),Yes,No,Yes,no
