header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Ownership situation,Location,Garden,Sun terrace,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Westplein 103,3016 BM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-87792804-westplein-103/?navigateSource=resultlist,20220125_233039,"€ 1,495,000 kosten koper","€ 7,827    The asking price per m² (€ 1,495,000) is calculated by dividing the asking price of the home by the living area (191 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 535.00 per month,Penthouse (apartment),Resale property,1929,Protected townscape or village view (permit needed for alterations) and monumental building,Living area191 m²Exterior space attached to the building44 m²External storage space31 m²,191 m²,44 m²,31 m²,655 m³,4 rooms (3 bedrooms),2 stories,5th floor,Elevator,G        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Full ownership,"Alongside busy road, alongside park and in center",Sun terrace,44 m² (1 meter deep and 1 meter broad),Underground parking,Yes,Yes,Yes (€ 535.00 per month),Yes,Yes,Yes,no
