header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Prins Hendrikstraat 55 3,2518 HK Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88034685-prins-hendrikstraat-55-3/?navigateSource=resultlist,20220130_151232,"€ 285,000 kosten koper","€ 4,914    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house (residential property facing inner courtyard)",Resale property,1880,Protected townscape or village view (permit needed for alterations),Gable roof,Energie Prestatie Advies,Living area58 m²,58 m²,44 m²,193 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2015, in ownership)",44 m²,Full ownership,In center,Back garden,"7 m² (3,03 meter deep and 2,35 meter broad)",Located at the southwest,Resident's parking permits,no
