header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Shed / storage,error
Staakakker 34,5275 AN Den Dungen        ,https://www.funda.nl/en/koop/den-dungen/huis-88026872-staakakker-34/?navigateSource=resultlist,20220127_220735,"€ 300,000 kosten koper","€ 2,479    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1971,Living area121 m²External storage space19 m²,121 m²,19 m²,167 m²,360 m³,5 rooms (4 bedrooms),3 stories,E        What does this mean?,167 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,no
