header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Springweg 182 B,3511 VZ Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88031575-springweg-182-b/?navigateSource=resultlist,20220131_162533,"€ 450,000 kosten koper","€ 6,522    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,Before 1906,Gable roof covered with roof tiles,Living area69 m²Other space inside the building14 m²,69 m²,14 m²,300 m³,3 rooms (1 bedroom),2 stories and a basement,B        What does this mean?,District heating,Central facility,Full ownership,Back garden,9 m² (3 meter deep and 3 meter broad),Located at the northeast accessible via the rear,Detached brick storage,Paid parking,no
