header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Location,Shed / storage,Type of garage,error
Ode Apartments - Type X (Bouwnummer 42) (Bouwnr. 42),1011 DE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42500986-ode-apartments-type-x-bouwnummer-42-bouwnr-42/?navigateSource=resultlist,20220130_222620,"€ 1,329,975 vrij op naam","€ 10,555    The asking price per m² (€ 1,329,975) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Mezzanine (apartment),New property,2021,Living area126 m²Exterior space attached to the building5 m²External storage space10 m²,126 m²,5 m²,10 m²,378 m³,3 rooms (2 bedrooms),1 story,9th floor,A        What does this mean?,"In center, in residential district and unobstructed surrounding view",Storage box,Underground parking and parking place,no
