header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Garden,Back garden,Shed / storage,Type of garage,Type of parking facilities,error
Hellingstraat 52 b,1398 AW Muiden        ,https://www.funda.nl/en/koop/muiden/huis-42555128-hellingstraat-52-b/?navigateSource=resultlist,20220130_154609,"€ 725,000 vrij op naam","€ 5,992    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under option,Available in consultation,"Single-family home, corner house",New property,After 2020,Living area121 m²,121 m²,999 m³,4 rooms (3 bedrooms),1 story,A        What does this mean?,Back garden,"35 m² (4,6 meter deep and 7,5 meter broad)",Storage box,Underground parking,Parking garage,no
