header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
A1 (Bouwnr. 3),2587 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050735-a1-bouwnr-3/?navigateSource=resultlist,20220131_194651,"€ 806,000 vrij op naam","€ 7,604    The asking price per m² (€ 806,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2023,Flat roof,SWK garantiecertificaat and woningborg garantiecertificaat,Living area106 m²,106 m²,318 m³,3 rooms (2 bedrooms),1 story,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,Alongside park and in residential district,Balcony present,Parking place,Parking on private property,no
