header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Gooise Kant 66,1104 MM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42682794-gooise-kant-66/?navigateSource=resultlist,20220130_195313,"€ 425,000 kosten koper","€ 4,126    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2018,Living area103 m²External storage space5 m²,103 m²,5 m²,107 m²,372 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,107 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-11-2066),€ 1.894 per year with option to purchase,Sheltered location and in residential district,Back garden,"50 m² (11,42 meter deep and 4,81 meter broad)",Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
