header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sint Willibrordusstraat 27 -III,1074 XJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42583185-sint-willibrordusstraat-27-iii/?navigateSource=resultlist,20220130_222845,"€ 485,000 kosten koper","€ 7,348    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 60 per month,3 months,Sold under reservation,Available in consultation,€ 60.00 per month,Upstairs apartment,Resale property,1900,Living area66 m²Exterior space attached to the building6 m²,66 m²,6 m²,210 m³,2 rooms (1 bedroom),1 bathroom,Bath and toilet,1 story,4th floor,Not available,Double glazing,CH boiler,Full ownership,"Alongside a quiet road, in center, in residential district, freestanding location and unobstructed surrounding view",Balcony present,Public parking and resident's parking permits,Yes,Yes,Yes (€ 60.00 per month),Yes,Yes,Yes,no
