header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Houtrijkstraat 236,1013 DV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42664519-houtrijkstraat-236/?navigateSource=resultlist,20220129_194231,"€ 285,000 kosten koper","€ 7,703    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (37 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 104 per month,3 weeks,Under offer,Available in consultation,€ 103.94 per month,Upstairs apartment,Resale property,1914,Living area37 m²Exterior space attached to the building2 m²,37 m²,2 m²,90 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,C        What does this mean?,CH boiler,CH boiler,Municipal long-term lease (end date of long-term lease:  31-07-2059),Balcony present,Yes,Yes,Yes (€ 103.94 per month),Yes,Yes,Yes,no
