header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Location,Garden,Type of parking facilities,error
Hofwoning (Bouwnr. 25),3261 KM Oud-Beijerland        ,https://www.funda.nl/en/koop/oud-beijerland/appartement-88929422-hofwoning-bouwnr-25/?navigateSource=resultlist,20220129_154721,"€ 359,000 vrij op naam","€ 3,740    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),New property,2022,Living area96 m²Exterior space attached to the building33 m²External storage space6 m²,96 m²,33 m²,6 m²,288 m³,3 rooms (2 bedrooms),1 story,Ground floor,A        What does this mean?,Completely insulated,In center and in residential district,Sun terrace,Public parking,no
