header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan Bernardusstraat 25 IR,1091 TS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42668982-jan-bernardusstraat-25-ir/?navigateSource=resultlist,20220130_213759,"€ 275,000 kosten koper","€ 7,857    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (35 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 106 per month,4 weeks,Sold under reservation,Available in consultation,€ 106.00 per month,Upstairs apartment (apartment),Resale property,1911,Flat roof,Living area35 m²Exterior space attached to the building1 m²,35 m²,1 m²,111 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Not available,Full ownership,Balcony present,Public parking and resident's parking permits,Yes,Yes,Yes (€ 106.00 per month),Yes,Yes,Yes,no
