header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of parking facilities,error
Gildstraat 33,3572 EJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88018925-gildstraat-33/?navigateSource=resultlist,20220131_151514,"€ 475,000 kosten koper","€ 6,884    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1906,Living area69 m²Exterior space attached to the building9 m²,69 m²,9 m²,46 m²,257 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories and a loft,Mechanical ventilation and TV via cable,E            1.92What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"HR Gas (gas-fired combination boiler from 2017, in ownership)",46 m²,Full ownership,In residential district,Patio/atrium and sun terrace,"9 m² (2,98 meter deep and 4,32 meter broad)",Located at the south,Paid parking and resident's parking permits,no
