header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Drebbelstraat 101,2522 CS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-87749911-drebbelstraat-101/?navigateSource=resultlist,20220130_160133,"€ 197,500 kosten koper","€ 3,185    The asking price per m² (€ 197,500) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 103 per month,6+ months,Under offer,Available immediately,€ 103.00 per month,Upstairs apartment (apartment),Resale property,1924,Living area62 m²Exterior space attached to the building2 m²External storage space2 m²,62 m²,2 m²,2 m²,218 m³,4 rooms (3 bedrooms),1 bathroom,1 story,2nd floor,G            3.10What does this mean?,Full ownership,"Alongside park, in center, in residential district and unobstructed surrounding view",Balcony present,Yes,Yes,Yes (€ 103.00 per month),Yes,Yes,Yes,no
