header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Streek,4876 AT Etten-Leur        ,https://www.funda.nl/en/koop/etten-leur/huis-41308168-streek/?navigateSource=resultlist,20220130_160515,"€ 542,500 vrij op naam","€ 3,767    The asking price per m² (€ 542,500) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Single-family home, double house",New property,After 2020,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area144 m²,144 m²,625 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,"Balanced ventilation system, skylight and TV via cable",Not available,Completely insulated,"Geothermal heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating,Alongside park,Back garden and front garden,"142 m² (16,25 meter deep and 8,75 meter broad)",Located at the southeast,Attached brick garage,1 car,Electricity,Parking on private property and public parking,no
