header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Front garden,Garden location,Type of parking facilities,error
Kampstraat 16,1211 GE Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42683132-kampstraat-16/?navigateSource=resultlist,20220128_020410,"€ 549,000 kosten koper","€ 5,779    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, detached residential property",Resale property,1860,Listed building (national monument),Gable roof covered with roof tiles,Living area95 m²Other space inside the building13 m²,95 m²,13 m²,106 m²,368 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,"2 stories, a/an attic and a basement",D        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",Hot air heating and wood heater,Gas water heater,106 m²,Full ownership,In center,Front garden and side garden,"49 m² (6,5 meter deep and 7,5 meter broad)",Located at the southeast,Paid parking and resident's parking permits,no
