header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amsterdamstraat 50,2032 PS Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-88899421-amsterdamstraat-50/?navigateSource=resultlist,20220129_035452,"€ 225,000 kosten koper","€ 6,250    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (36 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 65 per month,4 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1977,Living area36 m²Exterior space attached to the building18 m²External storage space3 m²,36 m²,18 m²,3 m²,115 m³,3 rooms (1 bedroom),1 separate toilet,1 story,1st floor,Sliding door and TV via cable,C        What does this mean?,CH boiler,CH boiler,"Gas-fired from 2020, in ownership",Full ownership,Roof terrace present,Built-in,Resident's parking permits,No,No,No,No,No,No,no
