header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bergeend 16,4105 TM Culemborg        ,https://www.funda.nl/en/koop/culemborg/appartement-42520417-bergeend-16/?navigateSource=resultlist,20220128_005310,"€ 535,000 kosten koper","€ 4,115    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 181.57 per month,Residential property with shared street entrance (apartment),Resale property,2010,Accessible for seniors,Living area130 m²External storage space9 m²,130 m²,9 m²,407 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,1st floor,"Elevator, mechanical ventilation and sliding door",A        What does this mean?,Completely insulated,District heating and partial floor heating,District heating,Full ownership,In residential district,Roof terrace present,Built-in,Underground parking,Public parking and parking garage,Yes,Yes,Yes (€ 181.57 per month),Yes,Yes,Yes,no
