header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Patronaat 20,5961 TC Horst        ,https://www.funda.nl/en/koop/horst/appartement-88033374-patronaat-20/?navigateSource=resultlist,20220129_154257,"€ 200,000 kosten koper","€ 3,390    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (59 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 154.00 per month,Upstairs apartment (apartment),Resale property,1985,Flat roof,Living area59 m²Other space inside the building1 m²Exterior space attached to the building11 m²External storage space4 m²,59 m²,1 m²,11 m²,4 m²,184 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,1st floor,Not available,Roof insulation and double glazing,CH boiler,CH boiler,2006,Full ownership,Full ownership,In center,Balcony present,Yes,Yes,Yes (€ 154.00 per month),Yes,Yes,Yes,no
