header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Johan Schamppad 12,1106 WT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42681221-johan-schamppad-12/?navigateSource=resultlist,20220130_201937,"€ 475,000 kosten koper","€ 4,241    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1985,Gable roof covered with roof tiles,Living area112 m²External storage space6 m²,112 m²,6 m²,102 m²,395 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Outdoor awning, skylight, sliding door and TV via cable",C        What does this mean?,"Roof insulation, double glazing and insulated walls",Complete floor heating,102 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-06-2035),Paid until 15-06-2035,In residential district,Back garden and front garden,Detached wooden storage,Public parking,no
