header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Eurokade 56,1060 RZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88904088-eurokade-56/?navigateSource=resultlist,20220130_191636,"€ 695,000 kosten koper","€ 4,427    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1999,Living area157 m²Other space inside the building3 m²Exterior space attached to the building3 m²External storage space7 m²,157 m²,3 m²,3 m²,7 m²,93 m²,528 m³,7 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,4 stories,B        What does this mean?,Completely insulated,CH boiler,93 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  01-01-2047),Paid until 01-01-2047,"Alongside water, in residential district and unobstructed surrounding view",Back garden,Detached wooden storage,Public parking,no
