header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Outshoornstraat 54,5041 KP Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-42681576-outshoornstraat-54/?navigateSource=resultlist,20220129_092755,"€ 499,000 kosten koper","€ 2,508    The asking price per m² (€ 499,000) is calculated by dividing the asking price of the home by the living area (199 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1957,Gable roof covered with roof tiles,Living area199 m²Other space inside the building26 m²,199 m²,26 m²,265 m²,524 m³,5 rooms (4 bedrooms),2 stories and a attic,Air conditioning and rolldown shutters,G        What does this mean?,CH boiler,CH boiler,"Remeha Avanta 35c (gas-fired combination boiler from 2019, in ownership)",265 m²,Full ownership,Back garden,119 m² (12 meter deep and 15 meter broad),Located at the east accessible via the rear,Detached brick storage,"Electricity, heating and running water",Paid parking and resident's parking permits,no
