header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Singel bouwnummer 5,4357 BV Domburg        ,https://www.funda.nl/en/koop/domburg/huis-87723762-singel-bouwnummer-5/?navigateSource=resultlist,20220129_174352,"€ 490,000 vrij op naam","€ 3,500    The asking price per m² (€ 490,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, corner house",New property,2011-2020,Gable roof covered with roof tiles,Living area140 m²External storage space6 m²,140 m²,6 m²,545 m³,5 rooms (4 bedrooms),1 bathroom,2 stories and a attic,"Skylight, mechanical ventilation, passive ventilation system, TV via cable and solar panels",Not available,Energy efficient window and completely insulated,"Partial floor heating, heat recovery unit and heat pump",Electrical boiler,Part of parcel,Full ownership,In center,Back garden and front garden,"89 m² (15 meter deep and 5,9 meter broad)",Located at the north accessible via the rear,Detached wooden storage,Electricity,Public parking,no
