header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Drostenstraat 21,7451 AJ Holten        ,https://www.funda.nl/en/koop/holten/huis-88041954-drostenstraat-21/?navigateSource=resultlist,20220128_142734,"€ 315,000 kosten koper","€ 2,461    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2014,Gable roof covered with roof tiles,Living area128 m²External storage space14 m²,128 m²,14 m²,147 m²,445 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,"Optical fibre, mechanical ventilation, TV via cable and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated","Complete floor heating, heat recovery unit and heat pump",147 m²,Full ownership,In center and in residential district,Surrounded by garden,Detached wooden storage,Electricity,Public parking,no
