header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Location,error
van Heutszpark 8,7741 CV Coevorden        ,https://www.funda.nl/en/koop/coevorden/huis-41102530-van-heutszpark-8/?navigateSource=resultlist,20220130_115801,Price on request (auction),6+ months,Under option,Available in consultation,"Single-family home, detached residential property",Resale property,1914,Living area125 m²,125 m²,357 m²,200 m³,1 room,1 story,Not available,357 m²,"Alongside a quiet road, In wooded surroundings and unobstructed surrounding view",no
