header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,error
Dreischorstraat 74,3086 PC Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88808373-dreischorstraat-74/?navigateSource=resultlist,20220129_184202,"€ 349,500 kosten koper","€ 3,039    The asking price per m² (€ 349,500) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,2000,Living area115 m²External storage space7 m²,115 m²,7 m²,74 m²,394 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Outdoor awning and mechanical ventilation,A        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler and solar boiler,"2012, to rent",74 m²,Municipal long-term lease (end date of long-term lease:  02-03-2098),Paid until 02-03-2049,In residential district,Back garden,"20 m² (3,49 meter deep and 4,89 meter broad)",Located at the south,Detached wooden storage,no
