header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Garden,Location.1,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Chasséstraat 98 HS,1057 JK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42537618-chassestraat-98-hs/?navigateSource=resultlist,20220130_225101,"€ 750,000 kosten koper","€ 7,075    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 204 per month,2 months,Under offer,Available in consultation,Double ground-floor apartment,Resale property,1911,Living area106 m²Exterior space attached to the building7 m²,106 m²,7 m²,360 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,1st floor,B        What does this mean?,Double glazing,CH boiler,Full ownership,Alongside a quiet road and in residential district,Location,10 m² (2 meter deep and 5 meter broad),Located at the east,Balcony present,Built-in,Paid parking and resident's parking permits,No,No,No,No,No,No,no
