header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Weerdestein 56,1083 GC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88853671-weerdestein-56/?navigateSource=resultlist,20220130_235054,"€ 989,000 kosten koper","€ 5,922    The asking price per m² (€ 989,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 305 per month,6+ months,Available,Available immediately,Apartment with shared street entrance (apartment),Resale property,1960-1970,Flat roof,Living area167 m²Exterior space attached to the building26 m²External storage space8 m²,167 m²,26 m²,8 m²,515 m³,5 rooms (4 bedrooms),2 bathrooms,Toilet,1 story,"Elevator, mechanical ventilation and TV via cable",C        What does this mean?,Completely insulated,District heating,Central facility and district heating,"Alongside park, alongside a quiet road and unobstructed surrounding view",Storage box,"Paid parking, public parking and parking garage",No,No,No,No,No,No,no
