header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Furkabaan 111,3524 ZB Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42677489-furkabaan-111/?navigateSource=resultlist,20220131_160948,"€ 325,000 kosten koper","€ 3,824    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 158.00 per month,Galleried apartment (apartment),Resale property,1983,Combination roof,Living area85 m²Exterior space attached to the building8 m²External storage space6 m²,85 m²,8 m²,6 m²,248 m³,3 rooms (2 bedrooms),1 story,1st floor,TV via cable,C        What does this mean?,CH boiler,CH boiler,"Remeha Tzerra Ace (gas-fired combination boiler from 2020, in ownership)",Municipal ownership encumbered with long-term leaset,Bought off for eternity,In residential district,Storage box,Public parking,Yes,Yes,Yes (€ 158.00 per month),Yes,Yes,Yes,no
