header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
De Opgang 2e (Bouwnr. 5),7771 BW Hardenberg        ,https://www.funda.nl/en/koop/hardenberg/appartement-88978369-de-opgang-2e-bouwnr-5/?navigateSource=resultlist,20220127_220938,"€ 995,000 vrij op naam","€ 5,103    The asking price per m² (€ 995,000) is calculated by dividing the asking price of the home by the living area (195 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Penthouse (apartment),New property,2022,Living area195 m²,195 m²,624 m³,1 room,2 bathrooms and 1 separate toilet,2 showers and 2 toilets,3 stories,Elevator,A        What does this mean?,Roof terrace present,Storage box,Underground parking and parking place,Parking on private property and parking garage,no
