header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
IJdoornlaan 261 W4,1024 KM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42524212-ijdoornlaan-261-w4/?navigateSource=resultlist,20220130_200417,"€ 325,000 kosten koper","€ 4,643    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 128 per month,2 months,Sold under reservation,Available in consultation,Mezzanine,Resale property,2013,Living area70 m²Other space inside the building1 m²External storage space4 m²,70 m²,1 m²,4 m²,290 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,1 story,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Storage box,Parking place,Parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
