header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Helfrichstraat 1 K,7311 JB Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-88013719-helfrichstraat-1-k/?navigateSource=resultlist,20220129_005112,"€ 299,500 kosten koper","€ 4,608    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,€ 95.72 per month,Ground-floor apartment (apartment),Resale property,1978,Living area65 m²,65 m²,195 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,Not available,"Paid parking, parking on gated property, parking on private property, public parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 95.72 per month),No,Yes,Yes,no
