header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amazonenstraat 35 2,1076 LE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42675674-amazonenstraat-35-2/?navigateSource=resultlist,20220129_072636,"€ 875,000 kosten koper","€ 7,955    The asking price per m² (€ 875,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1930,Flat roof,Living area110 m²Exterior space attached to the building23 m²,110 m²,23 m²,360 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,G        What does this mean?,Municipal long-term lease,€ 1.149 per year with option to purchase,Roof terrace present,Resident's parking permits,No,No,No,No,No,No,no
