header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Burg.Backxlaan 4 b,7711 AG Nieuwleusen        ,https://www.funda.nl/en/koop/nieuwleusen/appartement-42666330-burgbackxlaan-4-b/?navigateSource=resultlist,20220129_081421,"€ 250,000 kosten koper","€ 5,000    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,2021,Combination roof covered with roof tiles,Living area50 m²External storage space5 m²,50 m²,5 m²,127 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,"Optical fibre, elevator and mechanical ventilation",Not available,Completely insulated,Heat pump,Full ownership,In center and in residential district,Detached wooden storage,Electricity,Parking place,Parking on private property and public parking,No,No,No,No,No,No,no
