header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Back garden,Type of garage,Type of parking facilities,error
Tip Maruggstraat (Bouwnr. woonwerk 4),1087 VR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41282890-tip-maruggstraat-bouwnr-woonwerk-4/?navigateSource=resultlist,20220131_002528,"€ 437,100 vrij op naam","€ 4,700    The asking price per m² (€ 437,100) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Maisonnette (apartment),New property,2022,Flat roof covered with asphalt roofing and other,Living area93 m²,93 m²,279 m³,5 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 showers and 2 toilets,2 stories,1st floor,A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat pump",District heating,Municipal long-term lease,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Back garden,"27 m² (5,4 meter deep and 5 meter broad)",Parking place,Parking garage,no
