header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Rijkenswaard 30,3079 PT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88042622-rijkenswaard-30/?navigateSource=resultlist,20220125_221506,"€ 475,000 kosten koper","€ 3,345    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1991,Flat roof covered with asphalt roofing,Living area142 m²Other space inside the building14 m²Exterior space attached to the building14 m²,142 m²,14 m²,14 m²,215 m²,510 m³,6 rooms (5 bedrooms),3 stories,Air conditioning,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant ( combination boiler, in ownership)",215 m²,Ownership encumbered with long-term leaset,Paid until 20-12-2039,Alongside a quiet road and in residential district,Back garden and front garden,Detached wooden storage,Attached brick garage,1 car,Parking on private property and public parking,no
