header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,error
Elandsstraat 3,1016 RW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42596788-elandsstraat-3/?navigateSource=resultlist,20220130_191951,"€ 2,995,000 kosten koper","€ 6,776    The asking price per m² (€ 2,995,000) is calculated by dividing the asking price of the home by the living area (442 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Property alongside canal, row house",Resale property,1905,Living area442 m²,442 m²,126 m²,"1,300 m³",14 rooms (9 bedrooms),1 story,Not available,126 m²,Full ownership,no
