header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schoterweg 126 zw,2021 HS Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42689199-schoterweg-126-zw/?navigateSource=resultlist,20220128_012000,"€ 415,000 kosten koper","€ 5,253    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1906,Accessible for seniors,Mansard roof covered with roof tiles,Living area79 m²,79 m²,259 m³,4 rooms (2 bedrooms),1 bathroom,Toilet,1 story,Ground floor,Mechanical ventilation and TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"In wooded surroundings, in center and in residential district",Back garden,"6 m² (2,78 meter deep and 2,04 meter broad)",Located at the southeast,Paid parking and resident's parking permits,No,No,No,No,No,No,no
