header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Type of parking facilities,error
Bajeskwartier | The Robin (Bouwnr. 50),1096 AG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42662159-bajeskwartier-the-robin-bouwnr-50/?navigateSource=resultlist,20220131_002151,"€ 425,000 vrij op naam","€ 9,659    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Living area44 m²,44 m²,114 m³,1 room (1 bedroom),1 bathroom,Toilet,1 story,5th floor,"Elevator, mechanical ventilation and passive ventilation system",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In residential district,Paid parking,no
