header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Shed / storage,Facilities.1,Type of parking facilities,error
Joostingstraat 12,3071 TS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88997167-joostingstraat-12/?navigateSource=resultlist,20220125_233737,"€ 309,500 kosten koper","€ 3,439    The asking price per m² (€ 309,500) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1993,Flat roof covered with asphalt roofing,Living area90 m²External storage space8 m²,90 m²,8 m²,100 m²,276 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,Mechanical ventilation and TV via cable,C            1.49What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",100 m²,Long-term lease (end date of long-term lease:  02-02-2092),Paid until 14-09-2064,Detached brick storage,Electricity,Paid parking and public parking,no
