header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,error
Symensoord 2,9923 PJ Garsthuizen        ,https://www.funda.nl/en/koop/garsthuizen/huis-42685525-symensoord-2/?navigateSource=resultlist,20220130_135854,"€ 375,000 kosten koper","€ 1,453    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (258 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 18, 2022",Available,Available in consultation,"Single-family home, detached residential property",Resale property,1980,Hipped roof covered with asphalt roofing and roof tiles,Living area258 m²Other space inside the building57 m²Exterior space attached to the building33 m²,258 m²,57 m²,33 m²,"1,921 m²","1,200 m³",6 rooms (4 bedrooms),1 separate toilet,1 story,D        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,Combination boiler from 2015,1.921 m²,Full ownership,Surrounded by garden,Attached wooden storage,no
