header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Schelmeroord 64,3079 LX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88029597-schelmeroord-64/?navigateSource=resultlist,20220126_004844,"€ 300,000 kosten koper","€ 2,326    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1966,Gable roof covered with roof tiles,Living area129 m²External storage space6 m²,129 m²,6 m²,139 m²,405 m³,6 rooms (5 bedrooms),3 stories,C        What does this mean?,CH boiler,CH boiler,"Intergas ( combination boiler from 2014, in ownership)",139 m²,Full ownership,Back garden and front garden,"50 m² (0,1 meter deep and 0,05 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
