header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oudemansstraat 168,2522 SR Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42664960-oudemansstraat-168/?navigateSource=resultlist,20220131_223209,Price on request (auction: <[veilingsdatum]>),3 weeks,Available,Available in consultation,Ground-floor apartment,Resale property,1931,Living area86 m²,86 m²,258 m³,4 rooms (2 bedrooms),1 story,Ground floor,G        What does this mean?,Full ownership,Back garden,No,No,No,No,No,No,no
