header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Rustenburgerlaan 37,2012 AK Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-88049075-rustenburgerlaan-37/?navigateSource=resultlist,20220128_065636,"€ 550,000 kosten koper","€ 4,911    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1929,Flat roof covered with asphalt roofing,Living area112 m²Exterior space attached to the building3 m²External storage space12 m²,112 m²,3 m²,12 m²,105 m²,445 m³,4 rooms (3 bedrooms),2 separate toilets,2 stories,C        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",105 m²,Full ownership,Back garden,"39 m² (6,62 meter deep and 5,83 meter broad)",Located at the north accessible via the rear,Detached brick storage,Electricity,Paid parking,no
