header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dorpsstraat 190 a,2761 AJ Zevenhuizen (ZH)        ,https://www.funda.nl/en/koop/zevenhuizen-zh/appartement-42689018-dorpsstraat-190-a/?navigateSource=resultlist,20220128_012850,"€ 750,000 kosten koper","€ 2,778    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (270 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1971-1980,Flat roof,Living area270 m²,270 m²,750 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Not available,CH boiler,CH boiler,Part of parcel,Full ownership,In center,Sun terrace,Balcony present,Built-in,Public parking,No,No,No,No,No,No,no
