header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,error
Flying Dutchmanstraat 17,3077 ZH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88034736-flying-dutchmanstraat-17/?navigateSource=resultlist,20220125_221223,"€ 339,000 kosten koper","€ 3,229    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 13, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1998,Energie Prestatie Advies,Living area105 m²External storage space6 m²,105 m²,6 m²,107 m²,389 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,2019,107 m²,Full ownership,Back garden,1 m² (1 meter deep and 1 meter broad),Located at the southeast accessible via the rear,Detached wooden storage,no
