header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,Insulation,Type of parking facilities,error
Weidemolen 28,1703 TB Heerhugowaard        ,https://www.funda.nl/en/koop/heerhugowaard/huis-42681698-weidemolen-28/?navigateSource=resultlist,20220128_084932,"€ 299,000 kosten koper","€ 3,250    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1985,Combination roof covered with roof tiles,Living area92 m²External storage space17 m²,92 m²,17 m²,183 m²,310 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",183 m²,Full ownership,In residential district,"Back garden, front garden and side garden",Attached wooden storage,Electricity,Roof insulation and insulated walls,Public parking,no
